division,grupo,clase,subclase,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Arvejas en conserva,3841804.384,0.000273
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Arvejas secas,1009835.048,7.2e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Choclo en conserva,2541049.869,0.000181
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Lentejas en conserva,340422.615,2.4e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Lentejas secas,2406343.64,0.000171
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Otras legumbres en conserva,234523.591,1.7e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Otras legumbres secas,147058.409,1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Otras verduras deshidratadas,119607.381,8e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Polvos para puré de papa deshidratados,1469445.278,0.000104
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados","Polvos para purés zapallo deshidratados, etc..",88702.55,6e-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Porotos en conserva,160976.649,1.1e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Porotos secos,1374716.751,9.8e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados","Surtidos de verduras, tubérculos y legumbres secas o en conservas y derivadas",545303.64,3.9e-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Tomates en conserva,31577108.0929999,0.002244
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,"Verduras, tubérculos y legumbres","Verduras, tubérculos y legumbres secos o en conserva y derivados",Verduras en conserva,2394672.107,0.00017
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles","Almuerzo o cena en comedores escolares, universitarios o fabriles",16251593.548,0.001155
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles","Bebidas alcohólicas en comedores escolares, universitarios o fabriles",46291.65,3e-06
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles","Café, té, mate cocido en comedores escolares, universitarios o fabriles",530017.355,3.8e-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles",Cuota mensual del comedor escolar,1763083.4,0.000125
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles","Desayuno y merienda en comedores escolares, universitarios o fabriles",2053044.46,0.000146
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en comedores escolares, universitarios o fabriles","Gaseosas, jugos, agua mineral en comedores escolares, universitarios o fabriles",428874.69,3e-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar","Agua mineral, soda",579114.11,4.1e-05
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Almuerzo,327201760.997001,0.02325
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Bebidas alcohólicas,5262422.56,0.000374
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar","Café, té, mate cocido con facturas o tostadas",3467648.355,0.000246
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar","Café, té, mate cocido solo",16876595.71,0.001199
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Cena,217676671.826,0.015468
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Cerveza,9057249.014,0.000644
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Comidas rápidas,3779817.218,0.000269
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Desayuno,19061727.871,0.001354
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Gaseosas,10238506.228,0.000728
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Menú completo (Ejecutivo),1630085.495,0.000116
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Merienda,17341791.468,0.001232
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Otras bebidas,2429736.285,0.000173
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Otras comidas con o sin bebidas listas para consumir,4439625.988,0.000315
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Pizza y bebidas,13088664.005,0.00093
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Postres,7685323.092,0.000546
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar","Sandwiches (lomitos, hamburguesas, panchos, etc.) y bebidas",14151583.8,0.001006
ALIMENTOS Y BEBIDAS,"ALIMENTOS Y BEBIDAS COMPRADOS Y CONSUMIDOS EN RESTAURANTES, BAR Y COMEDORES","Alimentos y bebidas comprados y consumidos en restaurantes, bar y comedores escolares, universitarios o fabriles","Alimentos y bebidas comprados y consumidos en restaurantes, bar",Vino,780942.78,5.5e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Bebidas destiladas,Aperitivos,5296962.439,0.000376
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Bebidas destiladas,"Ginebra, caña, grapa",166333.374,1.2e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Bebidas destiladas,Otras bebidas destiladas,715659.879,5.1e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Bebidas destiladas,Surtidos de bebidas destiladas,10556.07,1e-06
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Bebidas destiladas,Whisky,1215251.208,8.6e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Cerveza,Cerveza,36954389.9309999,0.002626
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Gastos no discriminados en bebidas,Gastos en bebidas,420830.68,3e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Otras bebidas alcohólicas,Licores,760743.315,5.4e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Otras bebidas alcohólicas,Sidra,6535202.479,0.000464
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Otras bebidas alcohólicas,Surtido de otras bebidas alcohólicas,631065.248,4.5e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Otros vinos espumantes,268394.304,1.9e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Surtido de vinos,140174.41,1e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Vino común,45811712.939,0.003255
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Vino fino,48131236.354,0.00342
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Vinos dulces,292916.301,2.1e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas alcohólicas,Vinos,Vinos espumantes,4846792.859,0.000344
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Agua mineral,23051224.312,0.001638
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Agua potable,3173279.987,0.000225
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Aperitivo sin alcohol,6646448.854,0.000472
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Gaseosas,192558931.283001,0.013683
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Hielo,359041.658,2.6e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Jugos y refrescos en polvo para preparar bebidas,21274532.037,0.001512
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Jugos y refrescos líquidos para preparar bebidas,14359096.984,0.00102
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Jugos y refrescos para beber sin diluir,10148565.493,0.000721
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos","Leche de soja, jugos a base de soja",1282991.774,9.1e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos",Soda,14323368.8,0.001018
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Aguas minerales, bebidas gaseosas y jugos","Surtidos de agua mineral, bebidas gaseosas y jugos",1790567.945,0.000127
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Cacao azucarado o no,6074876.256,0.000432
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Café en saquitos,507050.84,3.6e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Café instantáneo,11317470.57,0.000804
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Café molido o en grano,11740577.541,0.000834
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Capuchino en saquitos,14025.31,1e-06
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Capuchino instantáneo,577446.828,4.1e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Infusiones preparadas listas para consumir,5311804.62,0.000377
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Malta instantánea,745030.728,5.3e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Mate cocido en saquitos,1827671.785,0.00013
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Otras infusiones,1110261.634,7.9e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao","Surtidos de café, te, yerba y cacao",114869.856,8e-06
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao","Té común en hebras, en hoja",402218.861,2.9e-05
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Té común en saquitos,10184864.717,0.000724
ALIMENTOS Y BEBIDAS,BEBIDAS PARA CONSUMIR EN EL HOGAR,Bebidas no alcohólicas,"Café, te, yerba y cacao",Yerba mate,46565149.2209999,0.003309
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Aparatos eléctricos para el cuidado personal,Aparatos eléctricos para el cuidado personal,Mantas y almohadillas eléctricas,56455,4e-06
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Aparatos eléctricos para el cuidado personal,Aparatos eléctricos para el cuidado personal,"Máquinas de afeitar, depiladoras eléctricas",4898921.55,0.000348
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Aparatos eléctricos para el cuidado personal,Aparatos eléctricos para el cuidado personal,"Otros aparatos eléctricos para el cuidado personal: masajeador, etc.",167374.5,1.2e-05
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Aparatos eléctricos para el cuidado personal,Aparatos eléctricos para el cuidado personal,Reparación de aparatos eléctricos para el cuidado personal,117605,8e-06
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Aparatos eléctricos para el cuidado personal,Aparatos eléctricos para el cuidado personal,"Secadores, planchita, enrulador de cabello",4145321.9,0.000295
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Champú, crema de enjuague, acondicionador",72893207.023,0.00518
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Colonia, loción, perfume",19748775.765,0.001403
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Cosméticos: base, rubor, etc..",3576886.286,0.000254
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Crema de afeitar, espuma",2080044.762,0.000148
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Crema de belleza, de manos, de limpieza, nutritiva, demaquilladora, para el cuerpo, bronceadores, etc..",18091274.244,0.001286
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Delineador, rímel, sombra",2827645.901,0.000201
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Dentífrico,26642838.958,0.001893
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Desodorante,36356821.382,0.002583
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Esmalte y quitaesmalte,2037715.218,0.000145
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Fijador para el pelo, mousse, gel",2603478.559,0.000185
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Jabón de tocador,29701704.1149999,0.002111
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Lápiz labial,1929463.234,0.000137
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Otros artículos de tocador,3529171.594,0.000251
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),Talco,4680409.562,0.000333
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos de higiene y tocador (incluye productos de belleza),"Tintura, matizador, oxidante",11686358.282,0.00083
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,"Cepillos dentales, hilo dental, palillos interdentales",5618846.98,0.000399
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,"Hoja de afeitar, repuesto para máquina de afeitar, máquina de afeitar",14806366.558,0.001052
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,Otros artículos descartables para el cuidado personal,1456076.75,0.000103
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,Papel higiénico,36001693.5410002,0.002558
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,Pañales descartables para adultos,5620421.984,0.000399
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,Pañales descartables para bebés,58890964.3729999,0.004185
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,Pañuelos de papel,2487549.57,0.000177
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,"Toallas faciales, toallas humedecidas",1528744.944,0.000109
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Artículos descartables para el cuidado personal,"Toallas higiénicas, tampones, protectores diarios",16274621.037,0.001156
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Otros artículos para el cuidado personal no eléctricos,"Alicate, tijera, pinza",691958.71,4.9e-05
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Otros artículos para el cuidado personal no eléctricos,"Otros artículos para el cuidado personal: masajeador,  bolsa de agua caliente, etc..",510406.16,3.6e-05
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Otros aparatos no eléctricos y artículos para el cuidado personal,Otros artículos para el cuidado personal no eléctricos,"Peine, cepillo para el pelo, brocha de afeitar",970430.12,6.9e-05
BIENES Y SERVICIOS VARIOS,BIENES Y SERVICIOS PARA EL CUIDADO PERSONAL,Servicios para el cuidado personal,Servicios para el cuidado personal,"Manicuría, pedicuría y depilación",9103220.5,0.000647
