division,grupo,clase,subclase,articulo,monto,porcentaje
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",ASADO,549741063.94,0.008899
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",BIFE ANCHO,132814878.82,0.00215
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",BIFE ANGOSTO,189309578.68,0.003064
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",BIFE DE CHORIZO,19702298.29,0.000319
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",BOLA DE LOMO,126469860.65,0.002047
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",CARNAZA COMÚN,84917386.31,0.001375
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",CARNE PICADA,527012917.39,0.008531
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",CUADRADA,113345027.09,0.001835
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",CUADRIL,163713267.21,0.00265
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",FALDA,41369992.54,0.00067
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",HUESO CON CARNE,113587146.26,0.001839
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",HUESO SIN CARNE,1467370.27,2.4E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",LOMO,68288309.01,0.001105
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",MATAMBRE - CIMA,27156226.35,0.00044
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",NALGA,344225777.11,0.005572
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",PALETA,139659405.98,0.002261
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",PALOMITA,13836006.12,0.000224
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",PECETO,72427567.45,0.001172
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",ROAST BEEF,66807079.45,0.001081
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",VACÍO,116896948.81,0.001892
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",OTROS CORTES,42527172.34,0.000688
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",HÍGADO,20669174.14,0.000335
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",LENGUA DE VACA,8020637.42,0.00013
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",MONDONGO,10833215.55,0.000175
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",RIÑÓN,5656228.37,9.2E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",OTRAS ACHURAS Y MENUDENCIAS VACUNAS,11519387.44,0.000186
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",HAMBURGUESAS PARA COCINAR (SEMIPREPARADOS),137911333.82,0.002232
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",MILANESAS PARA COCINAR (SEMIPREPARADOS),215076956.12,0.003481
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",OTROS ALIMENTOS SEMIPREPARADOS EN BASE A CARNE PARA COCINAR,1677208.25,2.7E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE VACUNA, FRESCA, CONGELADA O SEMIPREPARADAS",SURTIDOS DE CARNE FRESCA VACUNA,95070161.4700001,0.001539
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",POLLO ENTERO,654597079.01,0.010596
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",POLLO TROZADO,324243632.53,0.005249
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",OTRAS AVES,758200.86,1.2E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",MENUDENCIAS DE AVE,31562916.67,0.000511
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",HAMBURGUESAS DE POLLO,14083420.05,0.000228
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",SUPREMAS DE POLLO REBOZADAS,331525148.28,0.005366
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS","FORMITAS, PATITAS, ETC.",16815725.72,0.000272
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",OTROS ALIMENTOS SEMIPREPARADOS EN BASE A POLLO PARA COCINAR,10223153.7,0.000165
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE DE AVE, FRESCA, CONGELADA O SEMIPREPARADAS",SURTIDOS DE CARNE DE AVE,524650.74,8E-06
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",LECHÓN ENTERO O MEDIO,26292788.97,0.000426
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",COSTELETA - CHULETA DE CERDO,56120245.92,0.000908
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",PALETA DE CERDO,3941520.79,6.4E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",LOMO DE CERDO,11258866.74,0.000182
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",CARRÉ DE CERDO,10243016.63,0.000166
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",PECHITO DE CERDO,18283114.73,0.000296
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",OTROS CORTES DE CARNE PORCINA,32451658.46,0.000525
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA","OVINO Y CAPRINO, ENTERO O POR CORTE",24167694.61,0.000391
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA","ACHURAS Y MENUDENCIAS, PORCINAS Y OVINAS",2372446.2,3.8E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"CARNE PORCINA U OVINA, FRESCA O CONGELADA",SURTIDOS DE CARNE PORCINA U OVINA,14384493.9,0.000233
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,OTRAS CARNES FRESCAS O CONGELADAS,OTRAS CARNES FRESCAS O CONGELADAS,8491738.9,0.000137
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",BONDIOLA,9568031.85,0.000155
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",JAMÓN COCIDO,92395092.93,0.001496
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",JAMÓN CRUDO,13809425.9,0.000224
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",LOMITO,1101091.79,1.8E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",MATAMBRE (FIAMBRE),3365514.17,5.4E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",MORTADELA,22948361.52,0.000371
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",PALETA (FIAMBRE),55333136.7,0.000896
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE","PANCETA FRESCA, SALADA, AHUMADA",7106124.11,0.000115
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",SALAME,30529238.16,0.000494
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",SALAMÍN,15123964.34,0.000245
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",SALCHICHÓN,2725425.75,4.4E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",OTROS FIAMBRES,9244697.33,0.00015
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",CHORIZO FRESCO,113659320.78,0.00184
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",MORCILLA,21138865.23,0.000342
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",SALCHICHA CRIOLLA,5888635.09,9.5E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",SALCHICHA TIPO VIENA CON Y SIN PIEL,96893892.9599999,0.001568
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",OTROS EMBUTIDOS,4931258.6,8E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",PATÉ DE FOIE - AVE EN LATA,5307567.44,8.6E-05
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",PICADILLO DE CARNE EN LATA,10313204.39,0.000167
ALIMENTOS Y BEBIDAS,ALIMENTOS PARA CONSUMIR EN EL HOGAR,CARNES Y DERIVADOS,"FIAMBRES, EMBUTIDOS Y PROCESADOS EN BASE A CARNE",OTRAS PASTAS DE CARNE,527190.22,9E-06
